21.02875,0.05459254,0.597481,0.0001069813
21.33585,0.06503034,0.5788245,0.00012353
21.50285,0.08599659,0.6315877,0.0001542991
20.75888,0.03316745,0.4732911,9.732852E-05
20.5712,0.03665567,0.3412872,6.586142E-05
20.18615,0.02786857,0.4268461,6.441101E-05
20.5882,0.03286488,0.4257879,8.824567E-05
21.40912,0.1017402,0.58311,0.000149756
21.74497,0.1655227,0.5797765,0.0001841819
20.31667,0.03287573,0.393487,7.721085E-05
21.44291,0.06034879,0.4154897,0.0001906876
21.50083,0.06816871,0.6194718,0.0001373595
21.68474,0.08208982,0.5238093,0.0001972119
20.32425,0.02778414,0.3361025,6.677808E-05
21.93716,0.08580737,2.200535,0.002217607
21.23075,0.04645867,0.4755988,0.000117928
21.47416,0.05865062,0.5758894,0.0001294286
20.11702,0.02363305,0.3839254,7.356E-05
21.59038,0.063143,0.6029996,0.0001777816
20.81669,0.03514659,0.7701511,0.0002544445
20.91754,0.05018552,0.4916852,0.0001178852
20.07153,0.05281246,0.3305348,6.320159E-05
19.59119,0.02257781,0.3388204,6.719198E-05
21.99574,0.08597086,0.7904585,0.0001893682
19.60121,0.01863722,0.2767129,3.995085E-05
21.528,0.0611854,0.524559,0.0001446466
20.00765,0.02418799,0.4241481,5.720995E-05
19.37463,0.03303862,0.1248094,2.2345E-05
20.45409,0.03134559,0.4121368,6.868306E-05
20.80302,0.03771086,0.4999699,8.973778E-05
19.82682,0.01997958,0.3763438,5.933579E-05
21.41276,0.05847676,0.5023665,0.0001880203
22.02662,0.1157251,0.6745167,0.0001996054
19.80661,0.02317164,0.3357792,4.986287E-05
21.39037,0.0948195,0.5736221,0.0001498949
21.09457,0.06725832,0.5943249,0.0002534904
21.98745,0.1128603,0.6648778,0.0001564282
20.19222,0.02680494,0.1665794,1.351827E-05
20.95334,0.04275408,0.4747548,0.0001422631
21.0208,0.05211389,0.4900879,0.0001133352
20.77936,0.03336817,0.3678695,9.303851E-05
21.34488,0.05124199,0.5419677,0.0001024793
19.80193,0.02448439,0.3445519,6.810207E-05
20.05494,0.02512745,0.3477484,0.0001041331
20.60431,0.03049577,0.3812264,8.396758E-05
19.08658,0.01839674,0.1944953,3.420801E-05
21.73662,0.07106889,0.5982256,0.0001499017
21.54728,0.4038979,0.5892256,0.0001268553
20.29642,0.3062497,0.4097227,9.803772E-05
20.97623,0.04157971,0.5498766,0.0001209748
20.80045,0.03735676,2.421679,0.0007032268
20.03283,0.02293773,0.3509876,6.46067E-05
21.31527,0.05636333,0.39722,0.0001994276
21.87052,0.1060144,0.7591274,0.0001323855
20.65539,0.03987656,0.4869551,9.926702E-05
21.61021,0.08716847,0.5676216,0.0001734603
18.98968,0.01866859,0.2081823,2.815793E-05
21.56233,0.1003969,0.527096,0.0001732626
21.43399,0.09357005,0.5879542,0.0001392078
21.48643,0.06056335,0.5695233,0.0001175214
21.86059,0.0802839,0.6303406,0.0002116283
20.82389,0.03590117,0.3888166,8.810264E-05
20.37194,0.03351819,0.3849781,7.604732E-05
19.34804,0.02044011,2.431463,0.0004762755
20.06035,0.03429547,0.3699057,5.629847E-05
20.19789,0.02569451,0.4125359,6.814255E-05
20.87419,0.05296232,0.4694854,0.0001491452
21.47309,0.05883821,2.49557,0.00160484
21.03957,0.04129946,0.5051265,0.0001124103
20.71117,0.04441215,0.479825,0.0001280232
19.94934,0.02291931,0.3554518,5.162774E-05
21.77865,0.07726234,0.7509121,8.188293E-05
20.47619,0.04104356,0.4253228,7.560768E-05
21.06557,0.06000011,0.3543126,0.0001102886
21.17808,0.04302578,0.4908762,0.0002048224
20.28899,0.03016945,0.4315123,8.001053E-05
21.02422,0.04258538,0.4766186,0.0001138144
20.27317,0.03044777,0.3536852,6.304657E-05
21.53867,0.08411537,0.6543348,0.0002458279
21.584,0.07527892,0.601916,0.0001452452
21.81533,0.0749606,0.6366379,0.0001657891
21.15416,0.04531481,0.5508804,2.837465E-05
21.1102,0.05020172,0.5095981,0.0002108881
20.33342,0.03064413,0.3735199,9.887171E-05
19.77387,0.02184404,0.3649242,4.58633E-05
